ADD/CHG/DEL/WDR;Unique UN Assigned ID; ABIE/ BBIE/ ASBIE/ACC/BCC/ASCC/DT/CC/SC;Dictionary Entry Name (auto generated);Definition Mandatory;Working comments and instructions;Publication comments;Object Class Term Qualifier(s);Object Class Term;Property Term Qualifier(s);Property Term;Datatype Qualifier(s);Representation Term;Qualified Data Type UID;Associated Object Class Term Qualifier(s);Associated Object Class;Business Term(s);Usage Rule(s);Sequence Number;Occurrence Min;Occurrence Max;Context Categories Mandatory for BIE's;;;;;;;;;;;;;;;;;;;;;;;;Facets To restrict the set of values of Content Component or Supplementary Components;;;;;;;;;;;;;
;UN00001466;BCC;Schedule Task Relationship. Identification. Identifier;A unique identifier for this schedule task relationship.;;;;Schedule Task Relationship;;Identification;;Identifier;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00001467;BCC;Schedule Task Relationship. Name. Text;A name, expressed as text, of this schedule task relationship.;;;;Schedule Task Relationship;;Name;;Text;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00001468;BCC;Schedule Task Relationship. Description. Text;A textual description of this schedule task relationship.;;;;Schedule Task Relationship;;Description;;Text;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00001469;BCC;Schedule Task Relationship. Type. Code;A code specifying a type of schedule task relationship such as a finish to start or start to start.;;;;Schedule Task Relationship;;Type;;Code;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00001470;BCC;Schedule Task Relationship. Lag Time. Measure;A measure of the lag time to a dependent task in this schedule task relationship.;;;;Schedule Task Relationship;;Lag Time;;Measure;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00001471;ASCC;Schedule Task Relationship. Specified. Schedule Task;A schedule task specified in the schedule task relationship.;;;;Schedule Task Relationship;;Specified;;;;;Schedule Task;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00001472;ACC;Schedule Task. Details;A cohesive activity, collection of activities, or milestone with a definite duration or date which is required to achieve a deliverable.;;;;Schedule Task;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00001473;BCC;Schedule Task. Identification. Identifier;A unique identifier for this schedule task.;;;;Schedule Task;;Identification;;Identifier;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00001474;BCC;Schedule Task. Name. Text;A name, expressed as text, of this schedule task.;;;;Schedule Task;;Name;;Text;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00001475;BCC;Schedule Task. Description. Text;A textual description of this schedule task.;;;;Schedule Task;;Description;;Text;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00001476;BCC;Schedule Task. Completion. Percent;A percent value of the completion of this schedule task.;;;;Schedule Task;;Completion;;Percent;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00001477;BCC;Schedule Task. Priority Ranking. Numeric;A number of the priority ranking of this schedule task.;;;;Schedule Task;;Priority Ranking;;Numeric;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00001478;BCC;Schedule Task. Method. Code;A code specifying a method for this schedule task.;;;;Schedule Task;;Method;;Code;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00001479;BCC;Schedule Task. Schedule Level. Numeric;A number representing the level of this schedule task within the schedule.;;;;Schedule Task;;Schedule Level;;Numeric;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00001480;BCC;Schedule Task. Float Duration. Measure;A measure of the float duration of this schedule task.;;;;Schedule Task;;Float Duration;;Measure;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00001481;BCC;Schedule Task. Milestone Weight. Numeric;A number value of a milestone weight for this schedule task.;;;;Schedule Task;;Milestone Weight;;Numeric;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00001482;BCC;Schedule Task. Type. Code;A code specifying a type of schedule task.;;;;Schedule Task;;Type;;Code;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00001483;BCC;Schedule Task. Duration. Measure;A measure of a time duration for this schedule task.;;;;Schedule Task;;Duration;;Measure;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00001484;BCC;Schedule Task. Critical Path. Indicator;An indication of whether or not this schedule task is on the critical path.;;;;Schedule Task;;Critical Path;;Indicator;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00001485;BCC;Schedule Task. Reserve. Indicator;An indication of whether or not this schedule task is a reserve task.;;;;Schedule Task;;Reserve;;Indicator;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00001486;BCC;Schedule Task. Completion. Date Time;A date, time, date time, or other date time value for the completion of this schedule task.;;;;Schedule Task;;Completion;;Date Time;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00001487;BCC;Schedule Task. Lag Time. Measure;A measure of the lag time between this schedule task and any dependent task.;;;;Schedule Task;;Lag Time;;Measure;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00001488;ASCC;Schedule Task. Schedule. Calendar;A schedule calendar for this schedule task.;;;;Schedule Task;;Schedule;;;;;Calendar;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00001489;ASCC;Schedule Task. Scheduled. Period;A scheduled period of time for this schedule task.;;;;Schedule Task;;Scheduled;;;;;Period;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00001490;ASCC;Schedule Task. Reporting. Period;A reporting period for this schedule task.;;;;Schedule Task;;Reporting;;;;;Period;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00001491;ASCC;Schedule Task. Required. Resource Assignment;A resource assignment that is required in order to accomplish this schedule task.;;;;Schedule Task;;Required;;;;;Resource Assignment;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00001915;ACC;Seal. Details;A device used to secure an object and protect from unauthorised entry or tampering such as a seal affixed to a piece of transport equipment.;;;;Seal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00001916;BCC;Seal. Identification. Identifier;A unique identifier for this seal.;;;;Seal;;Identification;;Identifier;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00001917;BCC;Seal. Type. Code;The code specifying the type of seal.;;;;Seal;;Type;;Code;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00001918;BCC;Seal. Condition. Code;A code specifying the condition of this seal.;;;;Seal;;Condition;;Code;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00001919;BCC;Seal. Sealing Party Role. Code;A code specifying the role of a party responsible for the sealing of this seal [Reference United Nations Code List (UNCL) 9303].;;;;Seal;;Sealing Party Role;;Code;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00001920;BCC;Seal. Sealing Party Role. Text;The role, expressed as text, of a party responsible for the sealing of this seal.;;;;Seal;;Sealing Party Role;;Text;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00001921;ASCC;Seal. Issuing. Party;The party issuing the seal.;;;;Seal;;Issuing;;;;;Party;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00000542;ACC;Service Charge. Details;A charge made for banking or other services rendered or assessed such as freight charges.;;;;Service Charge;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CHG;UN00000543;BCC;Service Charge. Identification. Identifier;A unique identifier for this service charge.;;;;Service Charge;;Identification;;Identifier;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CHG;UN00000544;BCC;Service Charge. Description. Text;A textual description of this service charge.;;;;Service Charge;;Description;;Text;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CHG;UN00000545;BCC;Service Charge. Payment Arrangement. Code;The code specifying the arrangements for a payment [Reference United Nations Code List (UNCL) 4237].;;;;Service Charge;;Payment Arrangement;;Code;;;;Prepaid/Collect Indicator;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CHG;UN00000546;BCC;Service Charge. Tariff Class. Code;A code specifying a tariff class for this service charge which represents an entry in a table of fixed charges [Reference United Nations Code List (UNCL) 5243].;;;;Service Charge;;Tariff Class;;Code;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00000547;BCC;Service Charge. Category. Code;A code specifying a category of charges [Reference United Nations Code List (UNCL) 5237].;;;;Service Charge;;Category;;Code;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CHG;UN00000548;BCC;Service Charge. Disbursement. Amount;A monetary value of a disbursement for this service charge.;;;;Service Charge;;Disbursement;;Amount;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CHG;UN00000821;BCC;Service Charge. Applied. Amount;A monetary value applied to this service charge.;;;;Service Charge;;Applied;;Amount;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00000822;BCC;Service Charge. Allowance Charge. Text;An allowance charge, expressed as text, for this service charge.;;;;Service Charge;;Allowance Charge;;Text;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00001681;BCC;Service Charge. Paying Party Role. Code;A code specifying the role of the party responsible for paying this service charge, such as consignor or consignee.;;;;Service Charge;;Paying Party Role;;Code;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00001682;BCC;Service Charge. Calculation Basis. Code;The code specifying a basis on which this service charge is to be calculated such as by volume or per unit.;;;;Service Charge;;Calculation Basis;;Code;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00001683;BCC;Service Charge. Calculation Basis. Text;The basis, expressed as text, on which this service charge is to be calculated such as by volume or per unit.;;;;Service Charge;;Calculation Basis;;Text;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00000550;ASCC;Service Charge. Payment Place. Location;The location for the place of payment of the service charge.;;;;Service Charge;;Payment Place;;;;;Location;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00000551;ASCC;Service Charge. Applied From. Location;The start location from which a service charge should be applied.;;;;Service Charge;;Applied From;;;;;Location;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00000552;ASCC;Service Charge. Applied To. Location;The end location at which a service charge is no longer to be applied.;;;;Service Charge;;Applied To;;;;;Location;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00000554;ASCC;Service Charge. Applied. Calculation;A calculation that is applied to this service charge.;;;;Service Charge;;Applied;;;;;Calculation;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00000555;ASCC;Service Charge. Applied. Tax;A tax that is applied to this service charge.;;;;Service Charge;;Applied;;;;;Tax;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00000823;ASCC;Service Charge. Related. Party;The related party for this service charge such as a bearer party or recipient party.;;;;Service Charge;;Related;;;;;Party;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00001684;ASCC;Service Charge. Calculation Basis. Price;A price upon which a calculation of this service charge is or will be based.;;;;Service Charge;;Calculation Basis;;;;;Price;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00001224;ACC;Service Option. Details;A service item that may be chosen.;;;;Service Option;;;;;;;;Service Menu;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00001227;BCC;Service Option. Availability. Text;The availability, represented as text, of this service option.;;;;Service Option;;Availability;;Text;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00001229;BCC;Service Option. Description. Text;The textual description of this service option.;;;;Service Option;;Description;;Text;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00001226;BCC;Service Option. Name. Text;A name, expressed as text, of this service option.;;;;Service Option;;Name;;Text;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00001228;BCC;Service Option. Price. Text;A price, expressed as text, for this service option.;;;;Service Option;;Price;;Text;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CHG;UN00001225;BCC;Service Option. Type. Code;A code specifying the type of service option.;;Minimum occurrence changed to zero.;;Service Option;;Type;;Code;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00001232;ASCC;Service Option. Actual. Picture;An actual picture of this service option.;;;;Service Option;;Actual;;;;;Picture;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00001230;ASCC;Service Option. Applicable. Usage Condition;A prescribed usage condition for this option.;;;;Service Option;;Applicable;;;;;Usage Condition;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00001231;ASCC;Service Option. Operating. Period;An operating period for this service option.;;;;Service Option;;Operating;;;;;Period;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00000517;ACC;Service. Details;Work or the doing of work for another or community to include utilities and transport.;;;;Service;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00000469;BCC;Service. Identification. Identifier;A unique identifier of this service.;;;;Service;;Identification;;Identifier;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00000470;BCC;Service. Description. Text;A textual description of this service.;;;;Service;;Description;;Text;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00000471;BCC;Service. Name. Text;A name, expressed as text, of this service.;;;;Service;;Name;;Text;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00000472;BCC;Service. Charge. Amount;A monetary value charged for this service.;;;;Service;;Charge;;Amount;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00000473;BCC;Service. Requirement. Indicator;An indication of whether or not a requirement exists for this service.;;;;Service;;Requirement;;Indicator;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00000474;BCC;Service. Type. Code;A code specifying the type of this service.;;;;Service;;Type;;Code;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00000475;BCC;Service. Performance. Date Time;A date, time, date time, or other date time value on which the service is performed.;;;;Service;;Performance;;Date Time;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00000476;BCC;Service. Item. Quantity;A quantity of items provided for this service.;;;;Service;;Item;;Quantity;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00000824;BCC;Service. Priority. Code;A code specifying the priority of this service.;;;;Service;;Priority;;Code;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00000825;BCC;Service. Service Requirement. Code;A code specifying the service requirement for this service [Reference United Nations Code List (UNCL) 7273].;;;;Service;;Service Requirement;;Code;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00000826;BCC;Service. Recurrence. Quantity;A number of recurrences for this service.;;;;Service;;Recurrence;;Quantity;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00000827;ASCC;Service. Acknowledgement. Period;The period of acknowledgement for this service.;;;;Service;;Acknowledgement;;;;;Period;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00000828;ASCC;Service. Performance. Period;The period of performance for this period.;;;;Service;;Performance;;;;;Period;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00001217;ASCC;Service. Specific. Service Option;A specific service option for this service.;;;;Service;;Specific;;;;;Service Option;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00001922;ACC;Shipping Marks. Details;Physical markings or labels on individual packages or transport units for shipping purposes.;;;;Shipping Marks;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00001923;BCC;Shipping Marks. Marking. Text;Marking, expressed as text, for these shipping marks.;;;;Shipping Marks;;Marking;;Text;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00001924;BCC;Shipping Marks. Marking Instruction. Code;A code specifying a marking instruction for these shipping marks.;;;;Shipping Marks;;Marking Instruction;;Code;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00001925;ASCC;Shipping Marks. Barcode. Label;A barcode label that is a part of these shipping marks.;;;;Shipping Marks;;Barcode;;;;;Label;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00001926;ASCC;Shipping Marks. RFID. Label;An RFID (Radio Frequency Identification) label that is a part of these shipping marks.;;;;Shipping Marks;;RFID;;;;;Label;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00001927;ASCC;Shipping Marks. VIN. Label;A VIN (Vehicle Identification Number) label that is a part of these shipping marks.;;;;Shipping Marks;;VIN;;;;;Label;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00000928;ACC;Software. Details;Programs and other operating information used by a computer.;;;;Software;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00000932;BCC;Software. Author Name. Text;An author's name, expressed as text, for this software program.;;;;Software;;Author Name;;Text;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00000929;BCC;Software. Identification. Identifier;A unique identifier for this software.;;;;Software;;Identification;;Identifier;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00000930;BCC;Software. Name. Text;A name, expressed as text, of this software.;;;;Software;;Name;;Text;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00000931;BCC;Software. Version. Identifier;The unique identifier of the version of this software.;;;;Software;;Version;;Identifier;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002845;ACC;Soil Occupation. Details;The use or occupation of soil to grow a crop.;;;;Soil Occupation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002846;BCC;Soil Occupation. Type. Code;A code specifying a type of soil occupation.;;;;Soil Occupation;;Type;;Code;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002847;BCC;Soil Occupation. Sequence. Numeric;The sequence number for this soil occupation.;;;;Soil Occupation;;Sequence;;Numeric;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002848;BCC;Soil Occupation. Start. Date Time;The date, time, date time, or other date time value for the start of this soil occupation.;;;;Soil Occupation;;Start;;Date Time;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002849;BCC;Soil Occupation. End. Date Time;The date, time, date time, or other date time value for the end of this soil occupation.;;;;Soil Occupation;;End;;Date Time;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002850;ASCC;Soil Occupation. Sown. Crop;A sown crop for this soil occupation.;;;;Soil Occupation;;Sown;;;;;Crop;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002851;ASCC;Soil Occupation. Previous. Crop Residue;A crop residue from the previous soil occupation.;;;;Soil Occupation;;Previous;;;;;Crop Residue;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002852;ASCC;Soil Occupation. Occurrence. Country Sub-Division;A country sub-division in which this soil occupation occurs.;;;;Soil Occupation;;Occurrence;;;;;Country Sub-Division;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002853;ASCC;Soil Occupation. Specified. Crop Production Cycle;A crop production cycle specified for this soil occupation.;;;;Soil Occupation;;Specified;;;;;Crop Production Cycle;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002854;ASCC;Soil Occupation. Applicable. Contract;A contract applicable to this soil occupation.;;;;Soil Occupation;;Applicable;;;;;Contract;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002855;ASCC;Soil Occupation. Used. Area;An area used for this soil occupation.;;;;Soil Occupation;;Used;;;;;Area;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002856;ASCC;Soil Occupation. Applied. Soil Supplement;A soil supplement applied for this soil occupation.;;;;Soil Occupation;;Applied;;;;;Soil Supplement;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002857;ASCC;Soil Occupation. Applicable. Characteristic;A characteristic applicable to this soil occupation.;;;;Soil Occupation;;Applicable;;;;;Characteristic;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002822;ACC;Soil Supplement. Details;A material added to soil to improve its quality.;;;;Soil Supplement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002823;BCC;Soil Supplement. Type. Code;A code specifying a type of soil supplement.;;;;Soil Supplement;;Type;;Code;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002824;BCC;Soil Supplement. Application. Date Time;A date, time, date time, or other date time value of the application of the soil supplement.;;;;Soil Supplement;;Application;;Date Time;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002825;BCC;Soil Supplement. Weight. Measure;A measure of the weight (mass) of the soil supplement.;;;;Soil Supplement;;Weight;;Measure;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002826;ASCC;Soil Supplement. Supplier. Party;A party that supplies this soil supplement.;;;;Soil Supplement;;Supplier;;;;;Party;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00001205;ACC;Source. Details;A place from which a river, stream, spring or other water originates.;;;;Source;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00001210;BCC;Source. Benefit. Text;A benefit, expressed as text, of this source.;;;;Source;;Benefit;;Text;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00001211;BCC;Source. Caution. Text;A caution or warning, expressed as text, of use of this source.;;;;Source;;Caution;;Text;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00001209;BCC;Source. Characteristic. Text;A characteristic, expressed as text, of this source.;;;;Source;;Characteristic;;Text;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00001207;BCC;Source. Description. Text;The textual description of the source.;;;;Source;;Description;;Text;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00001206;BCC;Source. Identification. Identifier;The unique identifier of the source.;;;;Source;;Identification;;Identifier;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00001208;BCC;Source. Marketing Phrase. Text;The catch phrase, expressed as text, for marketing of this source.;;;;Source;;Marketing Phrase;;Text;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002869;ACC;Species Variety. Details;A sub-division of plants or animals within a species.;;;;Species Variety;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002870;BCC;Species Variety. Type. Code;A code specifying a type of species variety.;;;;Species Variety;;Type;;Code;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00000477;ACC;Staff. Details;Persons employed in a business.;;;;Staff;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00000479;BCC;Staff. License Type. Code;A code specifying a license type for this staff.;;;;Staff;;License Type;;Code;;;;Technical Division;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00000480;BCC;Staff. Total. Quantity;A quantity of a total number of this staff.;;;;Staff;;Total;;Quantity;;;;Number of Staff;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00000829;BCC;Staff. Grade. Code;A code specifying a grade categorization for this staff.;;;;Staff;;Grade;;Code;;;;Technical Division;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00000830;BCC;Staff. Classification. Code;A code specifying a classification for this staff.;;;;Staff;;Classification;;Code;;;;Technical Division;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002609;ACC;Standard Conditions. Details;A set of conventions, conditions and restrictions that apply to an agreement.;;;;Standard Conditions;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
